243, 1831, 5, 0b6ac36aadaac522c6b2c58ebd5cbf8b_0
2570, 15756, 4, 0e2f51e460f5c9ba626996953706570e_0
3613, 28144, 6, 042e5da59c2e2492d9fe7762a8c64589_0
239, 1346, 4, 0f7de659c9216ecd367b03e749bdab49_1
1278, 7806, 4, 02af917a07e5c97283c2f98a229c4ca4_0
102, 573, 4, 0db762aba96b99de024a9fb2796bf2b8_41
414, 2251, 4, 0caee1365461fcff6738e2c8795cb37b_0
213, 1420, 5, 0af54285a9ef003750b56201b560cde2_1
105, 752, 5, 0bb6254b5803825885c47973fc90ce10_34
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_654
113, 800, 5, 095ca15c9a55556007f280b535964309_0
200, 1159, 4, 09eaa5622707ec562ab72b118daff988_24
2311, 16364, 4, 03df641e9f8ce29a506bd56eaa961639_1
108, 682, 4, 0e697d008fdcda8c62e392755a990593_0
10174, 69382, 4, 064dcd7b970e8ff53aee08677ae5f29e_0
2045, 15750, 4, 0944cf426a7f29b5e440bfb448bdf367_108
4653, 31064, 5, 0d203a687fac9f5f5240bb701fa38fd6_0
2049, 15770, 4, 0944cf426a7f29b5e440bfb448bdf367_97
3906, 22837, 4, 0fc97cccc542e3c74772f584fe8193e9_87
349, 1957, 4, 08f971a7e0640ebdb14ce7872856d24a_0
2696, 17459, 5, 09e14dba97c59c0dea8fed4846bb2d8d_0
495, 2605, 4, 06a81d070a7c551b82fe81d678f8fb97_1
8989, 60828, 5, 038d6039a0710eaaa1e29beb6de9f66a_0
85, 507, 4, 0605376c3e8a55f367bd449d5c19aaa0_8
108, 627, 4, 09dc63fe9abc61c6b2d1482c66e61a2d_31
4293, 29158, 5, 049f5b60a7bc7a23aea54047e8ee433d_0
118, 609, 3, 00806ddc8a41da391063d316044c123b_0
2576, 15624, 4, 0d51f69b10e33f6859eb06613c57271d_0
1704, 17315, 9, 027e9d9aa481a40c9bd0aa1bd23bd446_0
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_492
3833, 32668, 6, 085dcb0496f5a30c5ead8dd4ab238124_0
234, 1713, 4, 042c6a512b560c503c4888ee951ce642_0
196, 1016, 4, 0aca84880888d0af9d850a2e59cbc6fc_50
233, 1395, 4, 04167f4dd0213a78cc21bed46e345946_0
115, 654, 4, 0472fd106e6f92d8cd1d62322f9cb96e_0
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_656
2008, 11779, 4, 0ed3a22b758227d95088d7465c0c075f_0
1831, 9420, 3, 0db3956f602766d3d173a0d0a5e1bb30_11
108, 618, 4, 09dc63fe9abc61c6b2d1482c66e61a2d_104
1947, 12123, 4, 0da49123b2b3ec701baecc89c720f790_0
1838, 9444, 3, 0fec2040e380434ac5781f53fca987f6_62
196, 1016, 4, 0aca84880888d0af9d850a2e59cbc6fc_21
1769, 10164, 4, 05567ba00c57c5c6e7781208e9287036_0
243, 1831, 5, 07cefe1a276818de348f23392b4a2163_0
1831, 9350, 3, 0b71696dbb107093752a00ae7a55e326_1
120, 679, 4, 035cc0ccbc904828386a6155fe25e808_85
2148, 14017, 4, 0a416c8b3d9c6b7d665129f0d19189cd_0
1527, 8845, 4, 0a2e2241bffc233fd2d17ddccadadacc_0
242, 1364, 4, 02913f664addf7d9c56496a75866dd2d_101
1826, 9476, 4, 01ef3ef0d578860104993519b81bedab_6
1858, 11727, 4, 0550a736f33f2ad19ad61b594570772f_0
179, 1053, 4, 0f623c8623cae5636c1bcecf5fcf765a_1
2788, 19812, 4, 0d781e8093994e60b24f127a535672d3_0
121, 693, 4, 0f25c88646bb82bba7e0289916757dbd_81
243, 1830, 5, 0f7652b8c15a4aa6e716aa8bc6f7ab66_0
2112, 23534, 5, 02c4f47b269608e50f1ec6ad5718788f_0
1838, 9443, 3, 0b87d84dd8c9a1f6776ef50edf232c9e_16
1541, 12637, 4, 0a97efea67e1ea6f6fb0e0178aaa2c5f_0
140, 894, 4, 07626d16fc9014cd31b94afcf6dd69b4_1
128, 806, 4, 0708ca47e69f094dadfe907bcc28e3c1_0
8204, 47290, 4, 0a332e4c119631cdee153e477d8edbee_0
100, 767, 5, 054e984f86ba19303e00b57dd3f10c28_13
80, 472, 4, 0261de57e6f32ef33094bc2a2ed29a91_0
216, 1450, 4, 0de04a7257cafb149bb2b7d0e66ddc39_0
33699, 221088, 5, 0a4149b6ced17f0b57771d1c04c241e4_0
469, 3206, 4, 006c29b211ddc2739ac63ac562d8b7d9_1
2377, 14088, 4, 0ff82fa94d595f7e59eb76d786edc45d_0
7628, 42852, 4, 0e03c77c930533ccb5e4cce15d23c114_0
4201, 24583, 4, 0a9459223fd3c4556debd3e0d32ef6ce_0
2069, 13159, 4, 071f8f95d182d2733541c2d777fe7c50_0
754, 5573, 4, 063413da172cc3ae1f920d4af37d06be_0
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_544
107, 618, 4, 0c2ac7600f4c24c0a42218e90cd8a8cc_23
184, 1070, 4, 035a58402ab5c814b3ff880c501fe836_60
698, 4352, 4, 0f25c47f3c4aefef16c8b3b0bd1863f5_0
128, 915, 5, 054e984f86ba19303e00b57dd3f10c28_66
98, 533, 3, 04f61e6d8e531e0455b02f1a2b7b1764_0
121, 693, 4, 0f25c88646bb82bba7e0289916757dbd_93
67, 388, 4, 0e9c09c843df3e1b4ae8ca3556bee396_3
97, 702, 5, 03d0bf0d2372c0a8fec949774486996d_34
3092, 25079, 4, 064f358bb05e0437531520ce7d0d03a6_0
10464, 74901, 4, 0e28e5cd929b88e0b765194f156fb3cd_0
1943, 12105, 4, 04c61a1165be15b05042b9e0bc86cbce_0
8745, 60937, 4, 0d5250f91c5cdd4cb7ba9dec1b026610_0
121, 693, 4, 0f25c88646bb82bba7e0289916757dbd_428
19241, 116900, 4, 0be4b107868fd178484da50667e3f916_0
1338, 6664, 3, 0ceb1cca6d5c673089dd3fd18f632487_0
243, 1829, 5, 06281a87585d78f18f49648540de78f3_0
1017, 6254, 4, 05528e28e86ecac06b5d526ac3f90607_0
265, 1408, 4, 0e1db2a569fd548f76b9ac1da9b8e9eb_0
1790, 9330, 4, 0acc81f97f453e437ccc2bd2325f98f8_27
187, 1168, 4, 00960990fadf581244a8b853450e9c49_0
2049, 11929, 4, 0f1db21e809d086e896ee8fa050ba7a9_0
2549, 17010, 5, 0ad9736e5a29c3a54ee68848cbc8fe6c_0
4532, 28920, 4, 0d6dabe7eeddd1aeb5d132f786c919b0_0
1980, 14963, 4, 0ca1b51a4c44dc989fd499a1290679a8_11
453, 2668, 4, 0b49ea28bb2dbcc3eaaaea7564d3ed08_0
2708, 17242, 5, 013a7c3493df2f27f78deaa3049bfe6a_0
120, 679, 4, 035cc0ccbc904828386a6155fe25e808_24
132, 773, 4, 0ca992760d1519d8dc44e8ccc3590114_0
3710, 23423, 4, 09d6c6c122f867f6ce72ce37af2ff913_1
45984, 223184, 4, 01766f68d37c0b01d9e730a9036ee5c1_0
144, 736, 4, 0d7e62ef51c2b89fa68bb0bab206e278_20
284, 1624, 4, 0e84143f99d77bf67537e1275f826295_0
1741, 19313, 9, 0a93f12e570d56cbce6fb13070bdb046_0
200, 1159, 4, 09eaa5622707ec562ab72b118daff988_58
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_579
6025, 38011, 3, 00870bc5a643ae67276066175510b56f_0
3301, 20020, 4, 0c7f4725291cc4dd231870d15b220d2e_3
683, 4900, 4, 006e06d58da38fd3d20ab481f2b39824_0
2796, 15679, 4, 0799570ebc25713703e7e4e060bbcc0f_3
200, 1159, 4, 09eaa5622707ec562ab72b118daff988_48
102, 726, 5, 03d0bf0d2372c0a8fec949774486996d_722
84, 519, 4, 0bd49e46a7eafbbd071ef6ba06f70b94_0
2050, 15782, 4, 0944cf426a7f29b5e440bfb448bdf367_113
249, 1550, 4, 05adf4ebf7ffb1329733193a1a5d4070_3
240, 1734, 4, 05eea013df70f5c284b028fe19509c07_0
512, 3681, 5, 0bb0beb25e16af30c26770959054c1ee_0
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_458
1849, 9796, 4, 064fdce340fb65b625bda547d7064f7b_2
2715, 17564, 4, 0e18d83e5d672623be5df4d5a573aadb_1
9292, 45638, 4, 0c04a0bc6a59da29dbf3527a13ac6c45_0
6427, 44541, 5, 03444c3734f78de54fb796ae4678d07a_0
1072, 7358, 4, 0c448c150c6d1a43dc6b0394b1ce8922_0
324, 2168, 4, 0749d1519847c5e50951e212a77daa89_30
184, 1048, 4, 0426593d3cffcd2d3ca1a1b0b86f6d0a_0
857, 4939, 4, 018687933527076137fbf689752bc640_0
324, 2167, 4, 0749d1519847c5e50951e212a77daa89_0
152, 842, 4, 0e8abf26510c64c58dcd5780cf5c0a37_11
1838, 9280, 3, 032129a6e1284e709ea0d0bd18624a5d_41
1836, 9538, 4, 031b79dc444aab350ee2110fbc7269ab_4
200, 1147, 4, 00ba043de5396c1a000d9e1fc8818311_37
4363, 20198, 3, 0e0d2127669db2e615b32ac52898f04c_0
332, 2102, 4, 07410452bc23b17145db141a7b67e034_5
1929, 11120, 4, 0413e3470fafec427c8a21e955764763_0
86, 499, 4, 0df2d725324684121b86ea6b89da1164_0
4025, 21739, 4, 095a7ca2e5f497c0fe18a2198d976d59_0
120, 679, 4, 035cc0ccbc904828386a6155fe25e808_447
931, 6040, 4, 0f4c5e4f4a5847f0057262d0b92c6d88_0
234, 1720, 5, 013ca89daaf813182d38623a249e2746_0
3330, 20453, 4, 08110e73d23dc9132a259a2aee9964dc_0
4728, 30594, 5, 03512ba7dd51662b02216436aa21f222_1
2911, 19032, 5, 06ac9e7e271bb121d8ff379ae1d667bc_0
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_732
77, 467, 4, 03c75c12296af12ab8f7f2cd4712d2a1_0
6772, 46385, 5, 038a3c3e6189c66d05b39405c448a0a1_0
1847, 9906, 4, 00f6e7d5f25288431d366bbf8a8ac0a5_30
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_553
82, 374, 3, 0cedc75fea23c6ff6833269b05f31f1d_0
107, 618, 4, 0c2ac7600f4c24c0a42218e90cd8a8cc_19
2727, 17643, 4, 000b8423dd5273c936b2289d510c4707_0
2525, 15121, 5, 07da1d9f73b5e8cca8f06ec3052961d7_1
1821, 9400, 3, 01ef3ef0d578860104993519b81bedab_24
395, 2151, 4, 0140a6addfa75c5f2307362f5ac55ecd_7
220, 1326, 4, 0b82efad04138f3fc7b4835ac82ba060_2
1840, 9389, 3, 0a5774e99adf229db5152a95a90f245a_4
209, 1418, 4, 010a3c209e6ae779102edcf5e0ac238f_1
2768, 19794, 4, 0ca82a6f27bf596906d11ea7b817fdc4_0
93, 630, 4, 07232851fde89fa472ab348d5899484d_0
2326, 13379, 4, 028504d03558a36657627e898b59bb0e_0
243, 1831, 5, 02c4fa1b767f4f11a751481106739787_0
1842, 9375, 3, 0df90b7c6722f4109568d4b390c446d4_1
2318, 10907, 4, 043ad8a5dea631bed8d828b99e5bbb65_0
130, 602, 3, 091ddfdaf045358cb7e3897b6f317e2b_1
3614, 19606, 4, 0ea7b41ae342ad59c204d1e2d1276726_0
2366, 13617, 4, 0d810b2581aa00c8a223a587379db56d_0
4009, 30455, 4, 0c4f7d3197ce5aa3f38deaaa8064c894_0
3762, 22133, 4, 051ac147e82fd3bd8691ad3a20e837f4_0
886, 5457, 4, 050f945aa8583cee704b12f3403cf7be_0
107, 634, 4, 0201be99b35a4d2b2d709d0b890847c2_0
2596, 15831, 4, 03c4aba37dc9a037c25737e66ea152e9_0
148, 841, 4, 05c2c6cf3fb4ebe968583d65c0791922_3
7907, 53362, 5, 0c35788ee84bd8a9fec3a022ae97cd97_0
1833, 9241, 3, 0b12c2a1f8dedf0fde2ad5564a5d022c_35
2388, 18571, 4, 0b4c39d6c5d1f231219bae219e06b1f5_0
1433, 8721, 4, 0a79a0e891e105fcbb28766057673b92_1
97, 610, 4, 09a598ca37bfd043eaff95bf5a97d95e_0
144, 784, 4, 03e1663a0590b628458ff2335ed2900f_5
3329, 22032, 5, 0fc139cc95e52596ee93f20d3e4749d0_0
2057, 20676, 9, 0c80c0477beaf8d08883b6959cf4d8ac_0
396, 2414, 4, 022770fb8495c55607e695326f6ec0d7_0
137, 836, 4, 096d9d5fa7d83a66c67a74ecf3eb6dee_3
1947, 12119, 4, 026ed281847fdf43cd4f88ebee80f57a_0
2828, 25080, 5, 035f146c28d6049e35775433d96ea455_0
196, 1016, 4, 0aca84880888d0af9d850a2e59cbc6fc_204
3916, 22902, 4, 05c158c7edf311db2e3c4a362ca9f98b_4
75, 479, 4, 08ccf931b19fbe6b8fba6d6f6cc53aba_1
1884, 17104, 4, 06dde32b3265fdfa796912077033d94e_1
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_283
135, 738, 4, 08a5a91a714434f2abda4c4f981c51e5_0
2578, 15243, 4, 0de283091ad0b041db3dd6f2d71b4e86_0
240, 1786, 5, 0230f9069cf180dfb469b437d772f6c7_0
3045, 23184, 6, 044c944b949335ba582ef07f09d86e83_0
505, 3004, 4, 0622eadfe41f352fe99f81275a65e408_0
10210, 62811, 4, 03bafe3e2e688b31c1eaec54008ea2e5_0
1610, 9605, 4, 0bb0756d8db4de25d031139e51412d87_0
309, 1826, 4, 0c9e8551ebe84e8d54123bab68ab8d49_0
80, 398, 3, 018bffbc6ba571e8ee41f46bc8255b3f_18
6552, 46266, 6, 0dae5cf262b4052d61770eaf41a91fd0_0
183, 1055, 4, 0ac63b66745613bca79a7eee4bbf32b9_1
7869, 50848, 5, 0ae9fc964d397d418921bda01ddc07d5_0
32125, 185911, 4, 01f5537964002957bbd7264d9a0dfc45_0
3172, 21235, 5, 01e7388a5a4b53720dca495e1b05589b_1
3906, 22849, 4, 0fc97cccc542e3c74772f584fe8193e9_109
2812, 17233, 5, 0bdcf0cbb00e231ba28d07fe2fadeecd_0
144, 841, 4, 01c3d67d1c0729a08de33f27964a28c9_0
6625, 45875, 5, 0f7c17b9e356c750c19969fca5627f7e_0
1838, 9435, 3, 005bd118ad96ccf0db3896d8cb9db51d_0
8509, 50389, 4, 0a9dadfb6327f7f48e00a3753b207aea_0
106, 735, 5, 050113ac1eba74d497a7f14d25d1297b_0
1814, 21976, 10, 0f7c27e5c1b4eead15634d1ad4de15be_0
3674, 22677, 4, 06990463c335aeb51274b6c5aa210955_2
5224, 34452, 5, 069104b22ab5f251469a71d03551c588_0
8075, 53665, 5, 0a842316a7070276e71b0af241d19b8a_0
93, 573, 4, 0300d02ac8ac601afbe5315878b9eeb1_0
2708, 17242, 5, 0ed9687563e2d2b03fd398ddc2a96eb6_0
4623, 32294, 4, 081fb9a33a34f8f313c985a934d8c356_0
9010, 62088, 5, 0d244bf57a2138e1cdc833c54befe4d7_0
243, 1831, 5, 0dacca7f6a219a47712e1587892a4da9_0
200, 1159, 4, 09eaa5622707ec562ab72b118daff988_10
1833, 9406, 3, 0fec2040e380434ac5781f53fca987f6_8
1954, 10919, 4, 08f58693df7d8fbef80a8cf25198376e_0
3979, 25584, 4, 0911c56a536d7acbc016af6170dc0e1c_1
121, 693, 4, 0f25c88646bb82bba7e0289916757dbd_547
237, 1726, 4, 019ed98a0fef3c7123e55c2995ed770a_0
183, 1060, 4, 015b5d04012622a412b811414bb22732_0
121, 693, 4, 0f25c88646bb82bba7e0289916757dbd_10
4633, 32667, 4, 010c4e85f0b51f97022534f9478b68c2_0
7930, 53465, 5, 02719d1995a3a5b41710529f45b38103_0
108, 623, 4, 09dc63fe9abc61c6b2d1482c66e61a2d_43
2048, 22697, 10, 012dfb2e69096f2e0dcd10288a91f9d3_0
2237, 23073, 9, 02be29630b646b5d2072d16006db8d87_0
16485, 102570, 4, 09823217cf5237eb08e4a3c51d3478b3_0
102, 700, 5, 032a9a218fd7c24eb10c73dc5bbb4bf2_0
2714, 16433, 4, 0c1f012a292fff4850c5aafc8db843e3_0
6644, 44089, 5, 05cb50e21e000294a591de590ea5d2b1_0
2225, 21005, 4, 03f2392fb1916f6f5a4e8374180dea9e_0
2727, 17649, 4, 08d62fcb462106f364335e63a64d8b3d_0
185, 1098, 4, 01d8b14d14321d4c5ea62834bdd11060_0
75, 442, 4, 0564fb318ac885a9304c2400a988d026_0
127, 746, 4, 00841311312736fa4649e5aa264a64c8_6
222, 1423, 5, 0efb6ef72e1d70dd997bdd77961a25c9_0
105, 762, 5, 0bb6254b5803825885c47973fc90ce10_29
97, 702, 5, 03d0bf0d2372c0a8fec949774486996d_5
82, 402, 3, 018bffbc6ba571e8ee41f46bc8255b3f_9
506, 3592, 5, 02ec0d7af3c1aac8216c3ca0ad4133f7_0
97, 710, 5, 071a08fa5740926433f35013e8a0e97f_2
1833, 9242, 3, 02586c6729efb283df6d868bbca95795_26
5728, 37349, 5, 0df9245e076d123b6d67c53168eb609d_0
142, 902, 4, 036e76ebe5d942cc33b48188dc2cf215_21
4613, 31647, 4, 029a617e66bc4a7e75ddd337f361c943_0
1833, 9242, 3, 032129a6e1284e709ea0d0bd18624a5d_44
195, 1106, 4, 0a038ccbbcd630cd7c67fa631b995a8d_0
152, 828, 4, 0e8abf26510c64c58dcd5780cf5c0a37_0
100, 508, 3, 0072af9f379051cd1d53178b97df99b5_0
5337, 35209, 5, 005323ae8bd173a611d8ff88074bb2be_0
6807, 39447, 4, 09bfeaa5e1c8a49605333b23b477d218_0
2051, 11729, 4, 032bf4001e5094d738f186e0af26cfea_0
4648, 31043, 5, 056842bb256bac1bb0f12c4fa1a8be5b_0
118, 885, 6, 054e984f86ba19303e00b57dd3f10c28_28
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_253
242, 1364, 4, 02913f664addf7d9c56496a75866dd2d_102
329, 1806, 4, 0192eca161cf5cb5db34dbbef17ffe24_0
1189, 6832, 3, 03971eb2570bab5a4b07efa04c0ccda3_0
4938, 29252, 4, 0c4663ed7aeeeedac7de1cd2127623d7_0
1836, 9826, 4, 0cbe5f4ddd50bdf39073de2df6881de3_0
2173, 20569, 8, 0de6426226054446a81162a54c609968_0
1817, 6950, 3, 0d8cbee3cb656237269b68e123c43ef2_0
2830, 18273, 5, 02bcfa8a2ef9e07375e66b6e0bdd09f4_3
8953, 61730, 5, 0c6c98c6373f21942808f76606287c39_0
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_379
128, 597, 3, 0fc80f4744537ab85cb26b8426ff2f4e_0
132, 816, 4, 0f94de9d9dc1df9d30d0e5a538d51d96_9
871, 6613, 4, 0ad1af7784a3e46aef32b4706e5eeda8_1
1833, 9241, 3, 032129a6e1284e709ea0d0bd18624a5d_20
1838, 9278, 3, 032129a6e1284e709ea0d0bd18624a5d_14
234, 1729, 5, 0e169d1610dd2540282547c764ffec3d_0
6919, 43477, 5, 09557f9f30c3a6ecd226681cd26b808b_0
120, 679, 4, 035cc0ccbc904828386a6155fe25e808_41
1833, 9407, 3, 0fec2040e380434ac5781f53fca987f6_2
1842, 9491, 3, 01a91b7dea13aa18f5500cd3a49e899d_0
242, 1364, 4, 02913f664addf7d9c56496a75866dd2d_40
200, 1147, 4, 00ba043de5396c1a000d9e1fc8818311_62
152, 835, 4, 0e8abf26510c64c58dcd5780cf5c0a37_34
86, 516, 4, 00f6a718a7e7e982d0a0e5a6113deccb_0
184, 1069, 4, 035a58402ab5c814b3ff880c501fe836_61
256, 1150, 3, 0c1e7f8c19c1e507eeaa125f6499cfa2_2
6664, 45588, 5, 037e4f6fdc4b78c737e1b453e1a29654_0
152, 755, 4, 0d7e62ef51c2b89fa68bb0bab206e278_6
240, 1789, 5, 09839628ae91941b0ed1c8fac27406ac_0
4193, 23714, 4, 015cc7e83b5a06668cdbff458a41ea69_0
2106, 20453, 4, 00f628e825ee575891f2cfb9e8451b96_0
22900, 146885, 5, 008565c81632d57d97d3098e5a167585_0
3073, 18764, 4, 05a749ffc8268ec4639a2111ef985f84_0
121, 693, 4, 0f25c88646bb82bba7e0289916757dbd_590
222, 1467, 5, 0b397181408ed128087c3d40a235aac1_0
1775, 9385, 4, 000aff7aca309df1eb81cb3d4dfe195b_5
18507, 121450, 4, 0f97ce1828d1a2b0e019789eba20c6b8_0
6605, 39430, 4, 0c8591d47f1c6523fbbafa5639630b6f_0
176, 1065, 4, 0ea0749381a26d3912b1f9bbd7549665_0
237, 1712, 4, 0a905563cf1b0e4d2ce95a7c03546fef_0
132, 816, 4, 0f94de9d9dc1df9d30d0e5a538d51d96_4
1932, 10793, 4, 070dd16206d3e57f2b512d40e50bfb6f_0
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_953
127, 746, 4, 00841311312736fa4649e5aa264a64c8_32
924, 4602, 4, 0b821e64cbae5bfd25b586826195010a_0
243, 1830, 5, 00eed7fc71b77f07113e63eabdcec7fd_0
1961, 10569, 3, 040a705b774c931233e2b9d0648c8dae_0
237, 1691, 4, 05a60ac356372c4dd2d44c7654ce95fb_0
3906, 22848, 4, 0fc97cccc542e3c74772f584fe8193e9_88
2594, 16049, 4, 0b166276fe28c98416020b086d3af89a_0
186, 1036, 4, 0f2692299173dede41caaf3911a9c7e3_0
128, 768, 4, 0a51d163af3b5037102e6c9bea1b8eea_0
97, 701, 5, 03d0bf0d2372c0a8fec949774486996d_448
2082, 12076, 4, 0b74b7d1999b6fb81a7055f3f624f748_0
1838, 9280, 3, 032129a6e1284e709ea0d0bd18624a5d_5
1840, 9477, 3, 0daf19fc45fa5b4dd4d1fd01c4b8f35c_1
121, 693, 4, 0f25c88646bb82bba7e0289916757dbd_37
285, 1450, 4, 0cd3528e64639e8ab3776c6f1f2ac540_0
243, 1829, 5, 0bd429677dc897a187a333844614a25c_0
120, 679, 4, 035cc0ccbc904828386a6155fe25e808_350
2856, 25142, 5, 0816a992f4ddba53c4c55a9619f31af7_0
243, 1830, 5, 089914eb5ce5d01a01670b873cc4dedc_0
243, 1829, 5, 05efc489854e04cd0122e2118b42b86a_0
4283, 24261, 4, 00f887c3ac22a387d1642aec2cd7b5fb_0
5615, 55347, 4, 02857206d61958c547ab57ca3c864f8b_0
3918, 22237, 4, 0572d0548c8b8d9ab2f66f8b992c5346_0
80, 402, 3, 018bffbc6ba571e8ee41f46bc8255b3f_95
